weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_Welterweight,weight_class_Women's Bantamweight,weight_class_Women's Featherweight,weight_class_Women's Flyweight,weight_class_Women's Strawweight,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,no_of_rounds_3,no_of_rounds_4,no_of_rounds_5,title_bout,Winner,B_current_lose_streak,B_age_ratio,B_current_win_streak,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_ratio,B_Reach_ratio,B_Weight_ratio,R_current_lose_streak,R_current_win_streak,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,1,0.3333333333333333,0.2396313364055298,0.0,0.0625,0.15384615384615385,0.10666666666666667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.043478260869565216,0.6670930250919831,0.8205430932703655,0.5636439751610576,0.2857142857142857,0.0,0.1875,0.21428571428571427,0.23750000000000002,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.0,0.23512544802867374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39196894517827063,0.4664794664794658,0.5315495740874256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.16666666666666666,0.4243727598566308,0.0,0.125,0.23076923076923078,0.17333333333333334,0.0,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.13043478260869565,0.4809796769150596,0.46753246753246724,0.4268204758471521,0.0,0.0625,0.0625,0.0,0.0125,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.05
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,False,0,0.0,0.3272258064516128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3581448671182903,0.3911283521673128,0.4268204758471521,0.14285714285714285,0.0,0.0,0.07142857142857142,0.037500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,False,0,0.16666666666666666,0.1609108159392788,0.0,0.3125,0.3076923076923077,0.48000000000000004,0.0625,0.0,0.2,0.30000000000000004,0.09090909090909091,0.36363636363636365,0.5,0.43478260869565216,0.5261395334579895,0.8025974025974025,0.4268204758471521,0.2857142857142857,0.0,0.3125,0.6428571428571428,0.925,0.25,0.0,0.0,1.0,0.36363636363636365,0.23076923076923078,0.0,0.8500000000000001
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.39065628476084535,0.08333333333333333,0.0625,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.043478260869565216,0.3564849372561718,0.24412296564195257,0.4268204758471521,0.0,0.25,0.25,0.21428571428571427,0.2625,0.0625,0.0,0.0,0.2,0.0,0.3076923076923077,0.0,0.30000000000000004
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.33192436040044493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22507382317179037,0.3419913419913416,0.4268204758471521,0.0,0.0625,0.0625,0.07142857142857142,0.05,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.05
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.0,0.4874551971326164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43772798332464813,0.38805194805194754,0.4268204758471521,0.0,0.25,0.25,0.14285714285714285,0.225,0.0,0.0,0.0,0.0,0.4545454545454546,0.23076923076923078,0.0,0.4
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.0,0.5081201334816461,0.16666666666666666,0.25,0.6153846153846154,0.7866666666666667,0.0,0.0,0.4,0.7000000000000001,0.2727272727272727,0.18181818181818182,0.0,0.6086956521739131,0.39324052706022394,0.26640926640926565,0.4268204758471521,0.0,0.25,0.25,0.6428571428571428,0.525,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.7000000000000001
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.0,0.22822580645161283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6670930250919831,0.548794063079777,0.4268204758471521,0.0,0.1875,0.1875,0.07142857142857142,0.1,0.0,0.0,0.0,0.0,0.0,0.23076923076923078,0.0,0.15000000000000002
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,False,0,0.0,0.18509454949944382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.437110101987642,0.3442447962995905,0.4268204758471521,0.0,0.0625,0.0625,0.21428571428571427,0.2,0.0,0.0,0.2,0.1,0.09090909090909091,0.0,0.0,0.15000000000000002
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,False,1,0.0,0.19646201873048896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4809796769150596,0.4664794664794658,0.4268204758471521,0.14285714285714285,0.0,0.125,0.21428571428571427,0.21250000000000002,0.0,0.0,0.2,0.1,0.18181818181818182,0.07692307692307693,0.0,0.25
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,False,1,0.0,0.29820788530465947,0.08333333333333333,0.0625,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.043478260869565216,0.43772798332464813,0.5481982805926462,0.33560480963788164,0.0,0.125,0.125,0.0,0.07500000000000001,0.0625,0.0,0.4,0.0,0.0,0.0,0.0,0.1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.5,0.3612903225806451,0.0,0.1875,0.8461538461538463,0.6266666666666667,0.0625,0.0,0.2,0.2,0.2727272727272727,0.36363636363636365,0.0,0.43478260869565216,0.43948143036209686,0.5454545454545454,0.4268204758471521,0.2857142857142857,0.0,0.1875,0.42857142857142855,0.325,0.0,0.0,0.2,0.30000000000000004,0.18181818181818182,0.0,0.0,0.30000000000000004
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,0,0.0,0.1609108159392788,0.16666666666666666,0.125,0.0,0.06666666666666667,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.08695652173913043,0.4809796769150596,0.4670129870129869,0.4268204758471521,0.0,0.0625,0.125,0.21428571428571427,0.275,0.0,0.0,0.0,0.30000000000000004,0.09090909090909091,0.23076923076923078,0.0,0.35000000000000003
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,False,0,0.5,0.3612903225806451,0.0,0.0625,0.23076923076923078,0.12000000000000001,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.043478260869565216,0.755982982430214,0.6756957328385895,0.4268204758471521,0.14285714285714285,0.0,0.125,0.07142857142857142,0.1125,0.0,0.0,0.0,0.1,0.0,0.07692307692307693,0.0,0.1
0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,True,1,0.0,0.394044665012407,0.25,0.1875,0.3076923076923077,0.44,0.0625,0.0,0.2,0.5,0.18181818181818182,0.18181818181818182,0.0,0.43478260869565216,0.2920030464584915,0.36983016983016936,0.4268204758471521,0.0,0.1875,0.1875,0.14285714285714285,0.28750000000000003,0.1875,0.0,0.0,0.2,0.09090909090909091,0.23076923076923078,0.0,0.30000000000000004
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,False,0,0.16666666666666666,0.5802764976958524,0.0,1.0,0.46153846153846156,0.7733333333333334,0.8125,0.0,0.0,0.30000000000000004,1.0,0.2727272727272727,0.0,0.7391304347826086,0.6107347576862945,0.5064935064935061,0.4268204758471521,0.0,0.0625,0.125,0.2857142857142857,0.21250000000000002,0.0,0.0,0.0,0.1,0.2727272727272727,0.0,0.0,0.2
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.3080645161290322,0.5,0.375,0.0,0.2,0.0,0.0,0.0,0.30000000000000004,0.2727272727272727,0.0,0.0,0.2608695652173913,0.4351457926625333,0.548794063079777,0.4268204758471521,0.0,0.125,0.4375,0.21428571428571427,0.5625,0.6875,0.0,0.0,0.6000000000000001,0.36363636363636365,0.0,0.0,0.5
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.14230414746543774,0.08333333333333333,0.0625,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.043478260869565216,0.659001140388638,0.548794063079777,0.4268204758471521,0.0,0.0625,0.4375,0.7142857142857142,0.7625000000000001,0.0625,0.0,0.2,0.5,0.6363636363636364,0.07692307692307693,0.5,0.75
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.3333333333333333,0.4711758584807493,0.0,0.1875,0.3076923076923077,0.28,0.0625,0.0,0.4,0.1,0.09090909090909091,0.0,0.0,0.17391304347826086,0.3029582134414812,0.3323147440794494,0.4268204758471521,0.0,0.125,0.125,0.14285714285714285,0.15000000000000002,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.1
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,1,0.0,0.05714285714285716,0.08333333333333333,0.0625,0.0,0.04,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.043478260869565216,0.6054744165739474,0.6644155844155839,0.4268204758471521,0.0,0.0625,0.125,0.3571428571428571,0.30000000000000004,0.0,0.0,0.2,0.1,0.36363636363636365,0.0,0.0,0.30000000000000004
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.5,0.6451612903225804,0.0,0.0,0.23076923076923078,0.09333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5699904086518495,0.5064935064935061,0.4268204758471521,0.14285714285714285,0.0,0.0,0.07142857142857142,0.037500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,False,0,0.16666666666666666,0.6046082949308756,0.0,0.25,0.3076923076923077,0.4133333333333334,0.0625,0.0,0.4,0.2,0.09090909090909091,0.2727272727272727,0.0,0.34782608695652173,0.5242313705054711,0.5064935064935061,0.4268204758471521,0.14285714285714285,0.0,0.25,0.21428571428571427,0.275,0.0625,0.0,0.0,0.2,0.0,0.23076923076923078,0.5,0.30000000000000004
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.16666666666666666,0.2974193548387096,0.0,0.25,0.9230769230769231,0.8933333333333334,0.0,0.0,0.6000000000000001,0.5,0.18181818181818182,0.36363636363636365,0.0,0.6086956521739131,0.39196894517827063,0.5064935064935061,0.4268204758471521,1.0,0.0,0.1875,1.0,0.925,0.6875,0.0,0.0,0.1,0.5454545454545454,0.3076923076923077,0.5,0.6000000000000001
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,False,0,0.3333333333333333,0.5316129032258062,0.0,0.0,0.15384615384615385,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5275080139592911,0.3348390739695084,0.4268204758471521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,False,0,0.0,0.09516129032258058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34347802415748196,0.5064935064935061,0.4268204758471521,0.0,0.125,0.125,0.0,0.0625,0.0,0.0,0.0,0.0,0.09090909090909091,0.07692307692307693,0.0,0.1
0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.3612903225806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4809796769150596,0.5064935064935061,0.4268204758471521,0.0,0.0625,0.0625,0.14285714285714285,0.1125,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05
0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,False,1,0.0,0.4677419354838709,0.16666666666666666,0.5,0.6153846153846154,0.8400000000000001,0.0625,0.0,0.0,0.6000000000000001,0.9090909090909092,0.5454545454545454,0.0,0.9565217391304348,0.612588401697312,0.6333951762523182,0.4268204758471521,0.0,0.0625,0.3125,0.21428571428571427,0.41250000000000003,0.125,0.0,0.2,0.4,0.36363636363636365,0.0,0.0,0.45
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,0,0.0,0.2396313364055298,0.25,0.1875,0.15384615384615385,0.37333333333333335,0.0625,0.0,0.2,0.5,0.18181818181818182,0.0,0.0,0.34782608695652173,0.4809796769150596,0.4295834036093771,0.4268204758471521,0.2857142857142857,0.0,0.3125,0.3571428571428571,0.275,0.0,0.0,0.0,0.2,0.5454545454545454,0.07692307692307693,0.0,0.45
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.19096774193548383,0.08333333333333333,0.1875,0.07692307692307693,0.17333333333333334,0.0,0.0,0.0,0.2,0.09090909090909091,0.09090909090909091,0.0,0.17391304347826086,0.6164592465438492,0.7179962894248604,0.4268204758471521,0.42857142857142855,0.0,0.375,0.42857142857142855,0.5750000000000001,0.0,0.0,0.0,0.6000000000000001,0.36363636363636365,0.0,0.0,0.5
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.39283154121863784,0.08333333333333333,0.0625,0.15384615384615385,0.12000000000000001,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.043478260869565216,0.4809796769150596,0.691558441558441,0.4268204758471521,0.0,0.125,0.125,0.0,0.07500000000000001,0.0625,0.0,0.0,0.2,0.0,0.0,0.0,0.1
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,False,0,0.0,0.09364055299539165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40121681341066395,0.5449485579355704,0.48337418889689987,0.14285714285714285,0.0,0.125,0.5,0.25,0.0,0.0,0.0,0.0,0.36363636363636365,0.0,0.0,0.2
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.0,0.4200222469410455,0.08333333333333333,0.125,0.15384615384615385,0.2,0.0625,0.0,0.0,0.30000000000000004,0.0,0.0,0.0,0.13043478260869565,0.4809796769150596,0.5064935064935061,0.4268204758471521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,False,1,0.16666666666666666,0.278876170655567,0.0,0.0,0.07692307692307693,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43581982037212974,0.5935828877005349,0.4268204758471521,0.14285714285714285,0.0,0.0625,0.07142857142857142,0.07500000000000001,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.05
