date,Winner,title_bout,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,B_age,R_age
2019-06-08,Red,True,Bantamweight,5,0.0,4.0,0.0,4.0,1.0,9.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,4.0,Orthodox,167.64,170.18,135.0,0.0,4.0,0.0,4.0,2.0,27.0,3.0,0.0,2.0,4.0,2.0,0.0,0.0,8.0,Orthodox,162.56,162.56,135.0,31.0,32.0
2019-06-08,Red,True,Women's Flyweight,5,0.0,3.0,0.0,3.0,6.0,29.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,4.0,Orthodox,167.64,167.64,125.0,0.0,2.0,0.0,2.0,2.0,25.0,2.0,0.0,1.0,2.0,0.0,2.0,0.0,5.0,Southpaw,165.1,167.64,125.0,32.0,31.0
2019-06-08,Red,False,Lightweight,3,0.0,3.0,0.0,8.0,8.0,68.0,1.0,0.0,0.0,7.0,10.0,6.0,0.0,23.0,Orthodox,185.42,185.42,155.0,0.0,11.0,0.0,11.0,1.0,33.0,2.0,0.0,1.0,3.0,3.0,6.0,1.0,14.0,Orthodox,180.34,193.04,155.0,36.0,35.0
2019-06-08,Blue,False,Bantamweight,3,0.0,4.0,0.0,4.0,0.0,9.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,Switch,170.18,170.18,135.0,1.0,0.0,0.0,5.0,2.0,20.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,6.0,Orthodox,162.56,172.72,135.0,26.0,29.0
2019-06-08,Blue,False,Heavyweight,3,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Southpaw,180.34,185.42,250.0,1.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Southpaw,187.96,190.5,264.0,32.0,26.0
2019-06-08,Red,False,Women's Strawweight,3,0.0,4.0,0.0,4.0,2.0,18.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,Orthodox,165.1,162.56,115.0,0.0,4.0,0.0,4.0,0.0,8.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,4.0,,165.1,167.64,115.0,33.0,28.0
2019-06-08,Red,False,Bantamweight,3,0.0,3.0,0.0,4.0,4.0,23.0,0.0,0.0,0.0,2.0,3.0,3.0,0.0,8.0,Orthodox,167.64,165.1,135.0,0.0,3.0,0.0,4.0,3.0,32.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,9.0,Orthodox,170.18,180.34,135.0,32.0,29.0
2019-06-08,Blue,False,Women's Strawweight,3,1.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Orthodox,165.1,167.64,115.0,2.0,0.0,0.0,3.0,4.0,25.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,5.0,Orthodox,160.02,162.56,115.0,25.0,33.0
2019-06-08,Blue,False,Featherweight,3,0.0,1.0,0.0,2.0,1.0,10.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Orthodox,180.34,182.88,145.0,0.0,1.0,0.0,4.0,5.0,34.0,1.0,0.0,0.0,3.0,4.0,3.0,0.0,10.0,Orthodox,172.72,180.34,145.0,31.0,37.0
2019-06-08,Red,False,Women's Strawweight,3,0.0,1.0,0.0,1.0,6.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Orthodox,160.02,162.56,115.0,0.0,3.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,165.1,160.02,115.0,34.0,29.0
2019-06-08,Blue,False,Middleweight,3,1.0,0.0,0.0,2.0,5.0,14.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,182.88,187.96,185.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,200.66,185.0,28.0,28.0
2019-06-08,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,170.18,172.72,135.0,2.0,0.0,0.0,2.0,7.0,29.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,Orthodox,170.18,175.26,135.0,35.0,34.0
2019-06-08,Red,False,Women's Flyweight,3,0.0,2.0,0.0,2.0,3.0,18.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,5.0,Orthodox,167.64,165.1,125.0,1.0,0.0,0.0,3.0,2.0,18.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,Orthodox,175.26,172.72,125.0,33.0,30.0
2019-06-01,Blue,False,Light Heavyweight,5,1.0,0.0,0.0,3.0,4.0,27.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,7.0,Orthodox,193.04,193.04,205.0,1.0,0.0,0.0,6.0,5.0,38.0,3.0,0.0,0.0,3.0,5.0,2.0,0.0,10.0,Orthodox,195.58,200.66,205.0,30.0,32.0
2019-06-01,Blue,False,Light Heavyweight,3,0.0,3.0,0.0,3.0,0.0,7.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,Orthodox,193.04,198.12,205.0,3.0,0.0,0.0,3.0,5.0,21.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,6.0,Orthodox,185.42,200.66,205.0,27.0,39.0
2019-06-01,Red,False,Featherweight,3,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,172.72,172.72,145.0,0.0,1.0,0.0,3.0,1.0,11.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,4.0,Southpaw,177.8,182.88,145.0,26.0,30.0
2019-06-01,Blue,False,Lightweight,3,0.0,1.0,0.0,1.0,3.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Orthodox,177.8,180.34,155.0,0.0,2.0,0.0,2.0,2.0,12.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,Orthodox,175.26,177.8,155.0,29.0,32.0
2019-06-01,Red,False,Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,182.88,145.0,3.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,165.1,175.26,145.0,26.0,31.0
2019-06-01,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,187.96,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,177.8,182.88,170.0,27.0,27.0
2019-06-01,Blue,False,Women's Bantamweight,3,1.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,170.18,165.1,135.0,2.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,177.8,135.0,37.0,37.0
2019-06-01,Blue,False,Lightweight,3,0.0,4.0,0.0,4.0,1.0,14.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,Orthodox,182.88,190.5,155.0,0.0,1.0,0.0,3.0,3.0,22.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,6.0,Southpaw,177.8,177.8,155.0,39.0,29.0
2019-06-01,Blue,False,Lightweight,3,2.0,0.0,0.0,1.0,2.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Orthodox,177.8,185.42,170.0,2.0,0.0,0.0,3.0,3.0,19.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,Southpaw,167.64,167.64,155.0,30.0,35.0
2019-06-01,Red,False,Women's Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,185.42,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,187.96,135.0,23.0,27.0
2019-06-01,Blue,False,Light Heavyweight,3,1.0,0.0,0.0,2.0,3.0,13.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,182.88,190.5,205.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,193.04,205.0,29.0,27.0
2019-06-01,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,182.88,187.96,155.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,195.58,155.0,24.0,25.0
2019-05-18,Red,False,Welterweight,5,1.0,0.0,0.0,5.0,4.0,36.0,1.0,0.0,1.0,3.0,1.0,4.0,1.0,10.0,Orthodox,175.26,195.58,170.0,2.0,0.0,0.0,5.0,9.0,74.0,4.0,0.0,0.0,10.0,4.0,3.0,0.0,17.0,Southpaw,172.72,177.8,170.0,26.0,34.0
2019-05-18,Blue,False,Middleweight,3,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,180.34,182.88,185.0,0.0,4.0,0.0,4.0,3.0,21.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,6.0,Orthodox,187.96,200.66,185.0,30.0,29.0
2019-05-18,Blue,False,Women's Featherweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,172.72,145.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,182.88,182.88,145.0,28.0,29.0
2019-05-18,Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,182.88,170.0,0.0,4.0,0.0,4.0,2.0,18.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,8.0,Orthodox,180.34,190.5,170.0,31.0,27.0
2019-05-18,Red,False,Lightweight,3,0.0,2.0,0.0,4.0,8.0,59.0,0.0,0.0,2.0,7.0,3.0,2.0,0.0,14.0,Orthodox,172.72,172.72,155.0,0.0,4.0,0.0,4.0,9.0,42.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,14.0,Orthodox,177.8,187.96,155.0,34.0,29.0
2019-05-18,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,177.8,180.34,155.0,0.0,3.0,0.0,3.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,Orthodox,167.64,177.8,155.0,27.0,32.0
2019-05-18,Red,False,Women's Bantamweight,3,0.0,2.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,,162.56,170.18,135.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,167.64,167.64,135.0,34.0,24.0
2019-05-18,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,175.26,175.26,155.0,0.0,1.0,0.0,1.0,3.0,16.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,Southpaw,177.8,185.42,155.0,23.0,29.0
2019-05-18,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,185.42,170.0,1.0,0.0,0.0,2.0,3.0,17.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,5.0,Southpaw,185.42,187.96,170.0,25.0,31.0
2019-05-18,Blue,False,Featherweight,3,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Switch,177.8,182.88,145.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,Orthodox,180.34,180.34,155.0,25.0,27.0
2019-05-18,Blue,False,Light Heavyweight,3,3.0,0.0,0.0,3.0,11.0,47.0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,10.0,Orthodox,185.42,195.58,205.0,2.0,0.0,0.0,3.0,6.0,26.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,Orthodox,187.96,193.04,205.0,38.0,38.0
2019-05-18,Red,False,Middleweight,3,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,Orthodox,182.88,187.96,185.0,0.0,1.0,0.0,2.0,3.0,22.0,0.0,0.0,0.0,3.0,1.0,3.0,0.0,7.0,Southpaw,182.88,190.5,185.0,26.0,34.0
2019-05-18,Red,False,Featherweight,3,3.0,0.0,0.0,1.0,3.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,Southpaw,185.42,187.96,145.0,1.0,0.0,0.0,2.0,1.0,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,Southpaw,170.18,177.8,145.0,29.0,29.0
2019-05-11,Blue,True,Women's Strawweight,5,0.0,3.0,0.0,3.0,4.0,33.0,1.0,0.0,1.0,5.0,2.0,2.0,0.0,10.0,Orthodox,154.94,157.48,115.0,0.0,3.0,0.0,3.0,2.0,23.0,3.0,0.0,0.0,2.0,1.0,3.0,0.0,6.0,Orthodox,165.1,165.1,115.0,27.0,26.0
2019-05-11,Red,False,Middleweight,3,1.0,0.0,0.0,16.0,6.0,58.0,13.0,0.0,0.0,3.0,11.0,3.0,0.0,17.0,Southpaw,187.96,195.58,185.0,0.0,1.0,0.0,2.0,4.0,17.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,Switch,180.34,195.58,185.0,44.0,35.0
2019-05-11,Blue,False,Featherweight,3,0.0,6.0,0.0,6.0,0.0,15.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,6.0,Orthodox,167.64,180.34,145.0,0.0,2.0,0.0,7.0,3.0,45.0,11.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,Orthodox,170.18,177.8,145.0,30.0,32.0
2019-05-11,Blue,False,Welterweight,3,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,185.42,180.34,170.0,0.0,1.0,0.0,7.0,10.0,61.0,1.0,0.0,1.0,5.0,7.0,1.0,1.0,15.0,Orthodox,175.26,177.8,170.0,26.0,35.0
2019-05-11,Red,False,Women's Bantamweight,3,2.0,0.0,0.0,3.0,4.0,21.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,Orthodox,165.1,162.56,135.0,0.0,2.0,0.0,2.0,2.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,Orthodox,175.26,172.72,135.0,35.0,31.0
2019-05-11,Blue,False,Light Heavyweight,3,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,195.58,200.66,205.0,0.0,1.0,0.0,2.0,5.0,24.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,6.0,Southpaw,187.96,190.5,205.0,27.0,42.0
2019-05-11,Red,False,Lightweight,3,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,177.8,155.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,175.26,177.8,155.0,32.0,24.0
2019-05-11,Red,False,Welterweight,3,1.0,0.0,0.0,4.0,4.0,31.0,1.0,0.0,2.0,2.0,1.0,3.0,0.0,8.0,Orthodox,182.88,182.88,170.0,1.0,0.0,0.0,4.0,3.0,22.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,6.0,Orthodox,180.34,182.88,170.0,36.0,28.0
2019-05-11,Blue,False,Lightweight,3,1.0,0.0,0.0,4.0,12.0,67.0,0.0,0.0,3.0,5.0,2.0,4.0,0.0,14.0,Orthodox,170.18,177.8,155.0,7.0,0.0,0.0,3.0,14.0,74.0,11.0,0.0,0.0,1.0,6.0,4.0,1.0,12.0,Orthodox,175.26,177.8,155.0,37.0,40.0
2019-05-11,Red,False,Women's Flyweight,3,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,165.1,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,167.64,175.26,125.0,30.0,25.0
2019-05-11,Red,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,162.56,170.18,135.0,0.0,2.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,Orthodox,170.18,170.18,135.0,22.0,32.0
2019-05-11,Blue,False,Women's Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,162.56,172.72,135.0,0.0,1.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,162.56,172.72,135.0,32.0,32.0
2019-05-04,Blue,False,Lightweight,5,0.0,2.0,0.0,8.0,8.0,63.0,1.0,0.0,0.0,6.0,10.0,6.0,0.0,22.0,Orthodox,185.42,185.42,155.0,0.0,1.0,0.0,5.0,3.0,33.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,9.0,Orthodox,177.8,177.8,155.0,36.0,32.0
2019-05-04,Red,False,Middleweight,3,0.0,3.0,0.0,3.0,2.0,28.0,1.0,0.0,1.0,5.0,2.0,0.0,0.0,8.0,Orthodox,185.42,190.5,185.0,2.0,0.0,0.0,5.0,5.0,22.0,0.0,0.0,0.0,2.0,6.0,1.0,0.0,9.0,Southpaw,185.42,195.58,185.0,30.0,35.0
2019-05-04,Blue,False,Featherweight,3,0.0,1.0,0.0,3.0,1.0,13.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,4.0,Orthodox,180.34,190.5,145.0,3.0,0.0,0.0,6.0,6.0,46.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,10.0,Orthodox,172.72,177.8,145.0,28.0,35.0
2019-05-04,Blue,False,Bantamweight,3,0.0,1.0,0.0,1.0,2.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,167.64,172.72,135.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,167.64,162.56,135.0,28.0,27.0
2019-05-04,Red,False,Heavyweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,190.5,198.12,260.0,1.0,0.0,0.0,2.0,7.0,20.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,Southpaw,195.58,195.58,250.0,24.0,35.0
2019-05-04,Blue,False,Middleweight,3,0.0,1.0,0.0,2.0,2.0,15.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,185.42,187.96,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,187.96,185.0,31.0,29.0
2019-05-04,Red,False,Women's Bantamweight,3,2.0,0.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,,170.18,170.18,135.0,0.0,2.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,,180.34,182.88,135.0,31.0,27.0
2019-05-04,Blue,False,Bantamweight,3,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,177.8,135.0,1.0,0.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Orthodox,172.72,172.72,135.0,28.0,31.0
2019-05-04,Red,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,177.8,170.0,2.0,0.0,0.0,3.0,4.0,23.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,6.0,Orthodox,185.42,187.96,170.0,29.0,37.0
2019-05-04,Blue,False,Featherweight,3,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,170.18,172.72,145.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,180.34,180.34,155.0,25.0,28.0
2019-05-04,Red,False,Heavyweight,3,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,195.58,203.2,265.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Orthodox,185.42,190.5,245.0,27.0,32.0
2019-05-04,Blue,False,Bantamweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,180.34,170.18,135.0,2.0,0.0,0.0,4.0,3.0,15.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,4.0,Southpaw,165.1,165.1,135.0,30.0,34.0
2019-04-27,Blue,False,Middleweight,5,0.0,3.0,0.0,3.0,2.0,13.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,6.0,Orthodox,185.42,195.58,185.0,0.0,1.0,0.0,5.0,3.0,23.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,9.0,Orthodox,185.42,182.88,185.0,30.0,39.0
2019-04-27,Red,False,Heavyweight,3,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Switch,187.96,187.96,253.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,195.58,203.2,265.0,36.0,30.0
2019-04-27,Blue,False,Welterweight,3,1.0,0.0,0.0,2.0,4.0,20.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,5.0,Orthodox,177.8,180.34,170.0,1.0,0.0,0.0,3.0,5.0,30.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,9.0,Orthodox,180.34,193.04,170.0,27.0,31.0
2019-04-27,Red,False,Light Heavyweight,3,0.0,2.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,Southpaw,185.42,190.5,205.0,0.0,1.0,0.0,5.0,5.0,36.0,1.0,0.0,0.0,2.0,4.0,4.0,1.0,11.0,Orthodox,187.96,193.04,205.0,25.0,39.0
2019-04-27,Blue,False,Bantamweight,3,0.0,3.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,Switch,180.34,177.8,135.0,0.0,2.0,0.0,6.0,3.0,38.0,0.0,0.0,1.0,4.0,6.0,1.0,0.0,12.0,Orthodox,160.02,170.18,135.0,27.0,28.0
2019-04-27,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,185.42,190.5,155.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Orthodox,187.96,185.42,155.0,26.0,25.0
2019-04-27,Blue,False,Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southpaw,177.8,185.42,170.0,2.0,0.0,0.0,3.0,8.0,33.0,0.0,0.0,1.0,2.0,3.0,3.0,0.0,9.0,Orthodox,187.96,195.58,170.0,28.0,36.0
2019-04-27,Blue,False,Heavyweight,3,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,Orthodox,190.5,195.58,265.0,3.0,0.0,0.0,7.0,12.0,59.0,5.0,0.0,1.0,4.0,9.0,2.0,0.0,16.0,Orthodox,190.5,195.58,240.0,27.0,40.0
2019-04-27,Red,False,Women's Strawweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,160.02,162.56,115.0,2.0,0.0,0.0,1.0,4.0,20.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,,154.94,160.02,115.0,30.0,31.0
2019-04-27,Red,False,Lightweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,182.88,182.88,155.0,0.0,1.0,0.0,3.0,3.0,22.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,7.0,Orthodox,177.8,180.34,155.0,26.0,32.0
2019-04-27,Red,False,Lightweight,3,1.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Southpaw,187.96,187.96,155.0,1.0,0.0,0.0,7.0,13.0,71.0,0.0,0.0,2.0,6.0,3.0,7.0,0.0,18.0,Southpaw,172.72,180.34,155.0,29.0,35.0
2019-04-27,Red,False,Women's Strawweight,3,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Orthodox,154.94,162.56,115.0,2.0,0.0,0.0,1.0,6.0,23.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,Orthodox,160.02,162.56,115.0,32.0,34.0
2019-04-27,Blue,False,Welterweight,3,0.0,1.0,0.0,1.0,5.0,12.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,Orthodox,187.96,187.96,170.0,0.0,1.0,0.0,3.0,6.0,39.0,1.0,0.0,1.0,5.0,0.0,2.0,0.0,8.0,Orthodox,180.34,190.5,170.0,30.0,34.0
2019-04-20,Red,False,Heavyweight,5,0.0,2.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,6.0,Orthodox,187.96,203.2,240.0,0.0,1.0,0.0,4.0,6.0,29.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,9.0,Orthodox,193.04,203.2,265.0,41.0,38.0
